Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,john surf,,,,,,260,13,0.16,1.00,194,Commercial,"Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.44,0.54,0.66,0.36,0.29,0.36,0.29,0.29,0.44,0.23,0.36,0.36",20,,
br,kit neoprene,,,,,,20,0,0.00,0.14,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.50,0.50,0.50,0.50,0.50",,,
br,loja de natacao,,,,,,320,28,0.08,0.98,191,Commercial,"Local Pack, Site Links, Video, Image, Video Carousel, Popular Products, Related Searches","0.54,0.54,0.43,0.54,0.81,0.81,0.54,0.43,0.81,0.54,0.54,0.43",20,,
br,loja de natação,,,,,,260,29,0.12,1.00,6650000,Commercial,"People Also Ask, Popular Products, Related Searches, Local Pack, Site Links, Video, Image","0.54,0.43,0.43,0.43,0.35,0.43,0.54,0.54,1.00,0.43,0.66,0.54",20,,
br,loja de natação perto de mim,,,,,,320,21,0.09,0.99,198,Transactional,"Local Pack, Site Links, Video, People Also Ask, Related Searches","0.44,0.36,0.44,0.54,0.54,0.44,0.36,0.36,0.54,0.44,0.66,0.36",20,,
br,loja de roupa de natação,,,,,,90,21,0.16,1.00,189,Commercial,"Site Links, Video, Popular Products, Related Searches, Local Pack","0.02,0.02,0.03,0.02,0.05,0.04,0.02,0.02,0.04,0.03,0.03,0.02",20,,
br,loja de roupa de neoprene,,,,,,,,,,,,,,,,
br,loja roupa de surf,,,,,,110,27,0.15,1.00,200,Commercial,"Local Pack, Site Links, Reviews, Video, Related Searches, Adwords Middle","0.34,0.42,0.42,0.42,0.26,0.34,0.53,0.80,0.34,0.19,0.26,0.53",20,,
br,long john,,,,,,2400,11,0.12,1.00,3270000000,Commercial,"Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.65,0.65,0.54,0.54,0.29,0.43,0.43,0.43,0.43,0.36,0.43,0.54",20,,
br,long john john,,,,,,1300,10,0.12,1.00,192,Commercial,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links","0.00,0.66,0.66,0.44,0.52,1.00,0.80,0.66,0.66,0.66,0.80,1.00",20,,
br,long john masculino,,,,,,480,13,0.10,1.00,198,Commercial,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.36,0.45,0.45,0.36,0.30,0.45,0.45,0.36,0.45,0.24,0.45,0.55",20,,
br,long surf,,,,,,140,7,0.08,1.00,189,"Informational, Commercial","Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Image Pack","0.23,0.35,0.35,0.35,0.28,0.23,0.35,0.35,0.53,0.23,0.35,0.28",20,,
br,macacao natacao,,,,,,210,18,0.06,1.00,198,Commercial,"Video, Image, Popular Products, Related Searches, Image Pack, Site Links","0.44,0.23,0.36,0.29,0.29,0.29,0.19,0.19,0.44,0.44,0.36,0.29",20,,
br,macacao neoprene,,,,,,170,21,0.08,1.00,196,Commercial,"Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.53,0.43,0.53,0.53,0.35,0.43,0.43,0.35,0.43,0.35,0.43,0.43",20,,
br,macacao neoprene feminino,,,,,,70,0,0.11,1.00,,,,"0.23,0.52,0.52,0.41,0.52,0.41,0.41,0.29,0.29,0.29,0.52,0.52",,,
br,macacao para natacao,,,,,,140,16,0.10,1.00,194,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image, Video Carousel","0.18,0.18,0.35,0.28,0.23,0.11,0.18,0.28,0.35,1.00,0.23,0.23",20,,
br,macacao para natacao feminina,,,,,,260,17,0.06,1.00,197,Commercial,"Video, Popular Products, Related Searches, AI Overview, Site Links","0.19,0.23,0.09,0.54,0.54,0.54,0.23,0.23,0.44,0.01,0.66,0.54",20,,
br,macacao surf feminino,,,,,,110,9,0.14,1.00,563000,"Informational, Commercial","Image Pack, Site Links, Video, Image, Popular Products, Related Searches","0.21,0.15,0.21,0.15,0.21,0.21,0.21,0.21,0.06,0.15,0.06,0.06",20,,
br,macacão de mergulho,,,,,,170,27,0.03,0.96,317000,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.65,0.65,0.53,0.65,0.65,0.53,0.53,0.53,0.80,0.42,0.42,0.65",20,,
br,macacão de natação feminino,,,,,,320,20,0.06,1.00,186,"Informational, Transactional","Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video, Image, People Also Ask","0.54,0.43,0.35,0.66,0.81,0.81,0.54,0.35,1.00,0.66,0.66,0.81",20,,
br,macacão de natação masculino,,,,,,140,16,0.07,1.00,178,"Informational, Commercial","Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.66,0.80,0.66,0.80,0.66,0.66,0.42,0.66,0.66,0.66,0.66,0.66",20,,
br,macacão de surf feminino,,,,,,110,16,0.06,1.00,202,"Informational, Commercial","Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack","0.52,0.64,0.64,0.64,0.64,0.52,0.64,0.82,1.00,0.64,0.52,0.64",20,,
br,macacão neoprene,,,,,,140,21,0.08,1.00,202,"Informational, Transactional","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.23,0.35,0.43,0.43,0.28,0.35,0.35,0.35,0.35,0.35,0.35,0.35",20,,
br,macacão neoprene feminino,,,,,,70,0,0.11,1.00,,,,"0.52,0.52,0.52,0.41,0.52,0.41,0.52,0.29,0.29,0.29,0.52,0.52",,,
br,maio masculino natação,,,,,,170,21,0.07,1.00,214,"Informational, Commercial","Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.53,0.53,0.80,1.00,0.65,1.00,0.65,0.65,0.80,0.53,0.80,0.80",20,,
br,maios esportivos,,,,,,140,22,0.15,1.00,205,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.10,0.00,0.29,0.04,0.06,0.10,0.08,0.10,0.81,0.43,0.35,0.14",20,,
br,maiô masculino para natação,,,,,,210,21,0.07,1.00,208,Informational,"Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.53,0.53,0.65,0.65,0.81,0.81,0.65,0.65,0.65,0.43,0.65,0.65",20,,
br,maiô natação masculino,,,,,,210,22,0.07,1.00,186,Commercial,"Site Links, Video, People Also Ask, Popular Products, Related Searches","0.53,0.53,0.65,0.65,0.81,0.81,0.65,0.65,0.65,0.43,0.65,0.65",20,,
br,marcas de roupa de surf,,,,,,140,17,0.12,1.00,157,Commercial,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links","0.21,0.21,0.21,0.53,0.53,0.43,0.65,0.65,0.43,0.53,0.34,0.53",20,,
br,marcas de surfista,,,,,,140,8,0.13,1.00,87,Commercial,"Site Links, Video, People Also Ask, Popular Products, Related Searches, AI Overview","0.01,0.01,0.01,0.01,0.01,0.01,0.34,0.03,0.02,0.01,0.01,0.01",20,,
br,material de natacao,,,,,,170,34,0.07,1.00,196,Commercial,"Video Carousel, People Also Ask, Popular Products, Related Searches, Local Pack, Image Pack, Site Links, Video","0.53,0.34,0.34,0.65,0.43,0.65,0.53,0.34,0.53,0.53,0.81,0.81",20,,
br,material para natacao,,,,,,140,28,0.07,1.00,196,Commercial,"Local Pack, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.53,0.42,0.42,0.65,0.65,0.80,0.65,0.42,0.65,0.65,0.65,0.42",20,,
br,material para natação,,,,,,140,22,0.07,1.00,193,Informational,"Video, People Also Ask, Image Pack, Site Links, Popular Products, Related Searches, Short Videos, AI Overview, Local Pack","0.34,0.34,0.34,0.43,0.43,0.43,0.34,0.28,0.65,0.43,0.53,0.43",20,,
br,meia aquatica,,,,,,260,24,0.03,1.00,106000,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.44,0.35,0.35,0.44,0.28,0.35,0.54,0.66,0.54,0.28,0.35,0.44",20,,
br,meia de neoprene,,,,,,320,7,0.05,1.00,171,"Informational, Commercial","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.44,0.54,0.54,0.36,0.23,0.23,0.29,0.36,0.44,0.29,0.29,0.36",20,,
br,meia de surf,,,,,,0,0,0.14,0.97,,,,"0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00",,,
br,meia neoprene,,,,,,390,12,0.07,1.00,211,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.36,0.45,0.45,0.24,0.16,0.16,0.16,0.20,0.24,0.16,0.24,0.24",20,,
br,meia para surf,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,melhores maios para natação,,,,,,70,0,0.08,1.00,,,,"0.50,0.35,0.35,0.50,0.50,0.50,0.35,0.35,0.64,0.35,0.78,0.78",,,
br,moda surf masculina,,,,,,110,21,0.15,1.00,181,Commercial,"Local Pack, Site Links, Video, Popular Products, Related Searches","0.28,0.28,0.28,0.34,0.34,0.34,0.43,0.43,0.28,0.21,0.21,0.21",20,,
br,natação masculina,,,,,,90,10,0.08,0.90,192,Commercial,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.10,0.07,0.10,0.12,0.07,0.10,0.12,0.07,0.10,0.15,0.10,0.10",20,,
br,natação materiais,,,,,,140,18,0.07,1.00,199,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links","0.43,0.43,0.34,0.00,0.65,0.53,0.53,0.06,0.65,0.43,0.65,0.53",20,,
br,neoprene camisa,,,,,,20,0,0.06,1.00,,,,"0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.03",,,
br,neoprene camiseta,,,,,,20,0,0.00,1.00,,,,"0.00,0.00,0.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,1.00,0.22",,,
br,neoprene feminino,,,,,,110,11,0.11,1.00,170,Commercial,"Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.22,0.22,0.35,0.22,0.22,0.18,0.18,0.22,0.14,0.10,0.18,0.29",20,,
br,neoprene natacao,,,,,,210,11,0.10,1.00,145,Commercial,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","1.00,0.65,1.00,0.81,0.81,0.65,0.65,0.65,0.65,0.65,1.00,1.00",20,,
br,neoprene natação,,,,,,320,9,0.10,1.00,192,"Informational, Commercial","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Popular Products","0.66,1.00,0.81,0.54,0.66,0.66,0.66,0.35,0.54,0.35,0.54,0.54",20,,
br,neoprene para natacao,,,,,,,,,,,,,,,,
br,neoprene para natação,,,,,,260,11,0.10,1.00,182,Commercial,"Short Videos, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.44,0.54,0.44,0.35,0.28,0.35,0.35,0.35,0.28,0.28,0.35,0.44",20,,
br,neoprene para surf,,,,,,20,0,0.10,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
br,neoprene sapatilha,,,,,,1300,17,0.05,1.00,202,Commercial,"Image Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.30,0.24,0.34,0.55,0.34,0.44,0.00,0.44,0.55,0.44,0.44,0.44",20,,
br,neoprene surf,,,,,,140,10,0.10,1.00,193,Commercial,"Related Searches, Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products","0.28,0.28,0.28,0.18,0.18,0.18,0.18,0.18,0.18,0.15,0.23,0.18",20,,
br,onde comprar roupa de neoprene,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,roupa de borracha,,,,,,720,10,0.16,1.00,193,Commercial,"Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.36,0.36,0.55,0.45,0.45,0.36,0.45,0.36,0.55,0.36,0.30,0.45",20,,
br,roupa de borracha feminina,,,,,,110,10,0.11,1.00,195,Commercial,"Related Searches, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.53,0.42,0.34,0.42,0.34,0.42,0.34,0.34,0.26,0.19,0.34,0.34",20,,
br,roupa de borracha natação,,,,,,320,10,0.16,1.00,659000,Commercial,"Video, Image, Video Carousel, People Also Ask, Popular Products, Image Pack, Site Links","0.66,0.66,0.54,0.81,0.54,0.54,0.44,0.35,0.44,0.28,0.44,0.66",20,,
br,roupa de borracha para natação,,,,,,320,7,0.12,1.00,181,Commercial,"Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Image, Video Carousel, AI Overview","0.81,0.66,0.66,0.81,0.54,0.44,0.54,0.28,0.54,0.35,0.44,0.81",20,,
br,roupa de borracha para natação masculino,,,,,,40,0,0.07,1.00,,,,"0.14,0.14,0.14,1.00,0.78,0.14,0.14,0.14,0.00,0.14,0.14,0.14",,,
br,roupa de borracha para surf,,,,,,390,10,0.09,1.00,194,Commercial,"Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack","0.81,0.66,0.81,1.00,0.54,0.54,0.66,0.66,0.81,0.35,0.54,0.81",20,,
br,roupa de borracha para triathlon,,,,,,390,5,0.26,1.00,185,Commercial,"Related Searches, Short Videos, Site Links, Video, Image, Video Carousel, Popular Products","0.81,0.81,0.66,0.81,0.81,0.81,1.00,0.66,0.54,0.54,0.81,0.66",20,,
br,roupa de mergulho,,,,,,6600,24,0.05,1.00,191,Informational,"Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack","0.54,0.44,0.44,0.44,0.54,0.44,0.54,0.66,0.54,0.44,0.36,0.36",20,,
br,roupa de mergulho profissional,,,,,,320,7,0.06,1.00,191,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.66,0.54,0.81,0.66,0.66,0.66,0.66,0.81,0.81,0.54,0.66,0.66",20,,
br,roupa de nadador,,,,,,320,11,0.31,0.96,197,"Informational, Commercial","Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.66,0.43,0.54,0.66,0.54,0.81,0.66,1.00,0.66,0.54,0.43,0.29",20,,
br,roupa de nadar,,,,,,140,10,0.13,0.96,218,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.34,0.34,0.42,0.42,0.53,0.53,0.53,1.00,0.80,0.42,0.53,0.53",20,,
br,roupa de natacao feminina,,,,,,170,6,0.09,1.00,46800,Commercial,"Image Pack, Site Links, Video, Image, Popular Products, Related Searches","0.36,0.19,0.19,0.36,0.19,0.29,0.44,0.36,0.66,0.36,0.54,0.44",20,,
br,roupa de natacao masculina,,,,,,140,11,0.08,1.00,30000,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.10,0.14,0.43,0.43,0.29,0.43,0.35,0.43,0.81,0.43,0.66,0.54",20,,
br,roupa de natação,,,,,,1900,16,0.09,1.00,4790000,Commercial,"Local Pack, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.44,0.36,0.44,0.52,0.52,0.52,0.44,0.44,1.00,0.52,0.66,0.52",20,,
br,roupa de natação feminina infantil,,,,,,30,0,0.05,1.00,,,,"0.26,0.00,0.26,0.26,0.11,0.00,0.00,0.03,0.19,0.19,0.11,0.11",,,
br,roupa de natação infantil,,,,,,590,21,0.06,1.00,212,"Informational, Commercial","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.36,0.30,0.36,0.45,0.45,0.45,0.36,0.24,0.45,0.36,0.45,0.36",20,,
br,roupa de natação infantil masculino,,,,,,140,9,0.04,0.99,187,"Informational, Commercial","Site Links, Video, People Also Ask, Popular Products, Related Searches, Image Pack","0.23,0.28,0.35,0.35,0.43,0.35,0.28,0.17,0.43,0.43,0.43,0.35",20,,
br,roupa de natação masculina,,,,,,590,9,0.08,1.00,189,"Informational, Commercial","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.48,0.48,0.72,0.59,0.59,0.48,0.59,0.32,0.88,0.48,0.59,0.59",20,,
br,roupa de natação masculina adulto,,,,,,30,0,0.07,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.00,0.18,0.18,1.00",,,
br,roupa de natação masculina neoprene,,,,,,20,0,0.08,1.00,,,,"0.75,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,,
br,roupa de natação masculina profissional,,,,,,20,0,0.05,1.00,,,,"0.50,1.00,1.00",,,
br,roupa de natação masculino,,,,,,320,5,0.08,1.00,1630000,"Informational, Commercial","Video, Image, Popular Products, Related Searches, Image Pack, Site Links","0.48,0.48,0.21,0.11,0.11,0.17,0.14,0.21,0.72,0.39,0.59,0.48",20,,
br,roupa de neoprene para natação,,,,,,260,16,0.11,1.00,308000,Commercial,"Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.29,0.36,0.23,0.36,0.36,0.44,0.36,0.29,0.44,0.29,0.44,0.44",20,,
br,roupa de neoprene para surf,,,,,,50,0,0.18,1.00,,,,"0.64,0.82,0.52,0.41,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,,
br,roupa de surf john,,,,,,70,0,0.16,1.00,,,,"0.50,0.64,0.78,0.64,0.50,0.64,0.50,0.50,0.64,0.35,0.50,0.50",,,
br,roupa de surfista,,,,,,590,11,0.12,1.00,186,Commercial,"Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack","0.20,0.20,0.41,0.24,0.30,0.20,0.24,0.30,0.54,0.54,0.36,0.24",20,,
br,roupa de surfista feminina,,,,,,140,11,0.11,1.00,176,Commercial,"Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack","0.19,0.19,0.06,0.06,0.04,0.23,0.23,0.36,0.23,0.15,0.06,0.05",20,,
br,roupa de surfista masculina,,,,,,320,12,0.13,1.00,182,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.16,0.20,0.16,0.16,0.24,0.24,0.30,0.45,0.45,0.24,0.20,0.24",20,,
br,roupa feminina natação,,,,,,590,9,0.08,1.00,2520000,Commercial,"Video, Image, Popular Products, Related Searches, Image Pack, Site Links","0.30,0.30,0.06,0.10,0.36,0.36,0.30,0.10,0.36,0.30,0.45,0.36",20,,
br,roupa masculina de natação,,,,,,10,0,0.07,0.94,,,,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00",,,
br,roupa mergulho neoprene,,,,,,110,6,0.09,1.00,195,Commercial,"Related Searches, Site Links, Video, Video Carousel, Popular Products","0.53,0.42,0.42,0.42,0.42,0.53,0.42,0.34,0.53,0.42,0.42,0.42",20,,
br,roupa neoprene,,,,,,1000,12,0.10,1.00,1190000,Commercial,"Video, Image, Video Carousel, People Also Ask, Related Searches, Image Pack, Site Links","0.34,0.44,0.55,0.30,0.30,0.44,0.44,0.30,0.44,0.24,0.34,0.34",20,,
br,roupa neoprene natacao,,,,,,170,7,0.11,1.00,186,Commercial,"Video, Video Carousel, Popular Products, Related Searches, Image Pack, Site Links","0.43,0.21,0.43,0.53,0.34,0.34,0.65,0.65,0.81,0.53,0.65,1.00",20,,
br,roupa neoprene natação,,,,,,390,12,0.15,1.00,319000,Commercial,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.66,0.81,0.81,0.66,0.54,0.66,0.54,0.35,0.66,0.35,0.54,0.81",20,,
br,roupa neoprene para natação,,,,,,390,8,0.11,1.00,179,Commercial,"People Also Ask, Popular Products, Related Searches, Site Links, Video, Video Carousel","0.81,0.81,0.66,0.66,0.54,0.81,0.54,0.44,0.66,0.44,0.66,1.00",20,,
br,roupa para agua fria,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,roupa para aula de natação masculino,,,,,,20,0,0.07,1.00,,,,"0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.00,0.18,0.18",,,
br,roupa para esportes aquaticos,,,,,,,,,,,,,,,,
br,roupa para mergulho,,,,,,590,23,0.06,1.00,5420000,"Informational, Commercial","Video Carousel, Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.36,0.36,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.30,0.30,0.30",20,,
br,roupa para mergulho neoprene,,,,,,90,7,0.10,1.00,295000,Commercial,"Site Links, Video, Image, Video Carousel, Popular Products, Related Searches, Image Pack","0.41,0.64,0.64,0.23,0.17,0.41,0.29,0.23,0.82,0.29,0.64,0.29",20,,
br,roupa para nadar,,,,,,90,15,0.06,1.00,189,"Informational, Commercial","Image Pack, Video, Image, Video Carousel, Site Links, People Also Ask, Popular Products, Related Searches, AI Overview","0.42,0.33,0.33,0.42,0.42,0.42,0.52,0.09,0.66,0.42,0.42,0.52",20,,
br,roupa para natacao masculina,,,,,,90,13,0.08,1.00,192,"Informational, Commercial","AI Overview, Image Pack, Site Links, Video, Adwords Bottom, People Also Ask, Popular Products, Related Searches","0.06,0.08,0.08,0.15,0.18,0.23,0.15,0.15,0.23,0.15,0.18,0.23",20,,
br,roupa para natação,,,,,,880,9,0.08,1.00,198,Informational,"Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video, Image","0.46,0.37,0.37,0.37,0.46,0.46,0.37,0.46,0.68,0.52,0.68,0.37",20,,
br,roupa para natação infantil,,,,,,260,16,0.06,1.00,241,Informational,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.36,0.10,0.12,0.23,0.23,0.15,0.23,0.19,0.54,0.67,0.54,0.54",20,,
br,roupa para piscina masculino,,,,,,140,23,0.08,1.00,6630000,"Informational, Commercial","Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.15,0.15,0.21,0.34,0.34,0.53,0.65,0.65,0.43,0.21,0.15,0.15",20,,
br,roupa termica natação,,,,,,170,23,0.06,1.00,200,Commercial,"Video, Image, People Also Ask, Popular Products, Related Searches, Site Links","0.81,0.81,0.65,0.53,0.43,0.43,0.28,0.34,0.43,0.28,0.43,0.65",20,,
br,roupa termica para agua,,,,,,20,0,0.07,0.65,,,,"0.66,1.00,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,,
br,roupa termica para mar,,,,,,,,,,,,,,,,
br,roupa termica para natação,,,,,,170,19,0.06,1.00,210,Commercial,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches, Short Videos","0.35,0.44,0.44,0.23,0.18,0.18,0.18,0.15,0.18,0.11,0.18,0.23",20,,
br,roupa termica surf,,,,,,50,0,0.08,1.00,,,,"0.41,0.52,0.52,0.41,0.29,0.29,0.29,0.29,0.11,0.11,0.11,0.11",,,
br,roupas de mergulho 5mm,,,,,,90,5,0.06,1.00,124,Commercial,"Site Links, Reviews, Video, Popular Products, Related Searches","0.34,0.34,0.43,0.34,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21",20,,
br,roupas de mergulho feminina,,,,,,1000,16,0.08,1.00,2250000,Commercial,"Related Searches, Image Pack, Site Links, Video, Image, People Also Ask","0.62,0.36,0.55,0.45,0.55,0.62,0.62,0.81,0.81,0.45,0.36,0.45",20,,
br,roupas de mergulho masculino,,,,,,480,21,0.05,1.00,205,Commercial,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.24,0.30,0.24,0.24,0.30,0.30,0.30,0.30,0.30,0.24,0.24,0.24",20,,
br,roupas de natacao,,,,,,720,14,0.09,1.00,193,Commercial,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches, Local Pack","0.67,0.36,0.55,0.55,0.45,0.55,0.45,0.55,1.00,0.55,0.67,0.45",20,,
br,roupas de natação masculina,,,,,,70,0,0.07,1.00,,,,"0.63,0.45,0.45,0.63,1.00,0.45,0.45,0.63,0.63,0.45,0.45,0.63",,,
br,roupas de neoprene,,,,,,170,10,0.09,1.00,194,Commercial,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.59,0.48,0.21,0.02,0.03,0.03,0.01,0.39,0.32,0.03,0.17,0.05",20,,
br,roupas de piscina masculino,,,,,,110,21,0.09,0.97,180,"Informational, Commercial","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.34,0.03,0.26,0.34,0.53,0.65,0.80,0.80,0.65,0.34,0.42,0.34",20,,
br,roupas em neoprene,,,,,,720,10,0.10,1.00,184,"Informational, Commercial","Site Links, Video, People Also Ask, Popular Products, Related Searches","0.00,0.62,0.81,0.81,0.36,0.81,0.36,0.13,0.24,0.00,0.55,0.55",20,,
br,roupas femininas neoprene,,,,,,210,12,0.10,1.00,199,Commercial,"Related Searches, AI Overview, Site Links, Video, People Also Ask, Popular Products","1.00,0.82,0.53,0.43,0.53,0.53,0.53,0.35,0.35,0.35,0.43,0.66",20,,
br,roupas para natacao,,,,,,880,12,0.08,1.00,196,Commercial,"Short Videos, Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.25,0.20,0.37,0.31,0.31,0.31,0.46,0.46,1.00,0.46,0.84,0.68",20,,
br,roupas para surfar,,,,,,590,16,0.10,1.00,11500000,Commercial,"Site Links, Video, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack","0.00,0.55,0.55,0.24,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00",20,,
br,sapatilha antiderrapante,,,,,,720,14,0.06,1.00,178,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video","0.55,0.55,0.55,0.55,0.45,0.45,0.45,0.36,0.55,0.36,0.45,0.55",20,,
br,sapatilha antiderrapante para praia,,,,,,0,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,,
br,sapatilha aquatica,,,,,,12100,20,0.04,1.00,186,Commercial,"Related Searches, Short Videos, AI Overview, Image Pack, Site Links, Reviews, Video, People Also Ask","0.44,0.44,0.44,0.44,0.54,0.54,0.54,0.81,1.00,0.66,0.66,0.81",20,,
br,sapatilha aquatica adulto,,,,,,10,0,0.04,1.00,,,,"0.14,0.00,0.14,0.14,0.07,0.00,0.00,0.00,0.14,0.14,0.14,0.14",,,
br,sapatilha aquatica antiderrapante,,,,,,110,22,0.04,1.00,193,Commercial,"People Also Ask, Popular Products, Related Searches, Short Videos, Site Links, Video, Video Carousel","0.28,0.17,0.23,0.23,0.17,0.23,0.23,0.43,0.35,0.35,0.35,0.35",20,,
br,sapatilha aquatica feminina,,,,,,1600,25,0.03,1.00,21300,Commercial,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.44,0.44,0.55,0.55,0.55,0.55,0.55,0.55,0.82,0.65,0.55,0.65",20,,
br,sapatilha aquatica masculina,,,,,,590,22,0.04,1.00,243,"Informational, Commercial","Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.26,0.48,0.48,0.59,0.59,0.48,0.72,0.88,1.00,0.59,0.72,0.72",20,,
br,sapatilha aquática,,,,,,3600,23,0.04,1.00,223,Commercial,"Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches","0.19,0.16,0.10,0.05,0.16,0.13,0.13,0.19,0.24,0.10,0.19,0.08",20,,
